"Date" "Frankfurt" "Berlin" "Bremen" "Munich" "Cuxhaven"
"1029" 20030303 3.2 3.4 1.7 4.1 4.4
"1030" 20030304 1.5 2.4 3 1.3 3.3
"1031" 20030305 1.4 4.3 4.7 1.4 4.8
"1032" 20030306 3.1 6.4 5.7 2.8 5.7
"1033" 20030307 2.1 2.1 3.9 3.1 4.3
"1034" 20030308 4.7 4.6 7.1 3.1 6.7
"1035" 20030309 4.8 5.1 5.9 4.3 6.3
"1036" 20030310 3.4 3.9 5.3 3.2 6.6
"1037" 20030311 4.9 4.5 5.4 3.7 6.5
"1038" 20030312 4.7 4.5 5.8 5.7 5.9
"1039" 20030313 4.7 3.9 3.4 3.7 4
"1040" 20030314 3.8 3 3.5 2.3 4.2
"1041" 20030315 3.3 1.6 3 3.6 3.3
"1042" 20030316 2.1 1.8 1.3 1.8 2.4
"1043" 20030317 2.9 2.4 3.4 1.9 5.2
"1044" 20030318 2.8 2 2.6 1.9 3.7
"1045" 20030319 2.4 3.3 5.2 2.3 6.9
"1046" 20030320 2.1 3.1 3.2 3.3 4.3
"1047" 20030321 3.2 3.7 4.6 4.1 7.1
"1048" 20030322 3 3.1 4.2 5.3 3.7
"1049" 20030323 2.2 1.7 2 2.6 2.7
"1050" 20030324 1.7 1.8 2.6 2.2 4
"1051" 20030325 1.7 2.5 2.8 1.3 3
"1052" 20030326 2 1.7 2.6 1.8 3.4
"1053" 20030327 1.5 1.7 2.2 1.5 3.2
"1054" 20030328 2.2 1.5 2.5 1 2.6
"1055" 20030329 1.8 0.9 3 1 3.4
"1056" 20030330 2.2 3.1 5 1.7 6.1
"1057" 20030331 3.6 4.4 4.4 3.3 5.8
"1058" 20030401 5.1 4.3 5.6 2.8 5.8
"1059" 20030402 5.3 5 7.1 6.7 9
"1060" 20030403 4.3 4 6.6 3.5 10
"1061" 20030404 3.1 4.7 5.3 2.5 6.5
"1062" 20030405 5.4 5.6 7.4 7 11.5
"1063" 20030406 4.8 4.8 5.6 4.5 7.9
"1064" 20030407 3.5 4 5.1 3.4 7.2
"1065" 20030408 2.4 2.8 2.1 1.7 3.2
"1066" 20030409 2.4 3.3 3.6 2 6.5
"1067" 20030410 2.8 1.8 2.6 3.6 4.8
"1068" 20030411 2.2 2.4 3.7 3.2 3.6
"1069" 20030412 2.2 1.6 1.7 2.1 3.3
"1070" 20030413 1.9 2.4 3.3 2.6 4.6
"1071" 20030414 3.2 4.3 5.5 5.6 8
"1072" 20030415 3.1 4.2 5.4 5.9 7.2
"1073" 20030416 3.7 3.9 4.8 5.6 6
"1074" 20030417 4.4 2.7 4.9 4.9 3.9
"1075" 20030418 5.3 4.7 6.7 3.6 7.3
"1076" 20030419 4 6 7.3 3 10
"1077" 20030420 2.4 6.4 4.4 2.1 6.3
"1078" 20030421 1.8 4.1 5 2.4 6.5
"1079" 20030422 2 2.7 3.8 2.4 4.9
"1080" 20030423 2.2 3.2 3.2 2.9 3.8
"1081" 20030424 1.5 2 1.9 1.2 4.2
"1082" 20030425 2.3 3.1 3.6 1.8 5.8
"1083" 20030426 4.7 4.3 4.2 3.2 4.9
"1084" 20030427 5.4 6.8 6.4 6 6
"1085" 20030428 2.6 4.4 4.8 1.8 5.2
"1086" 20030429 4.6 4.1 5.5 3.4 5.2
"1087" 20030430 4.6 3.8 3.3 3.9 3.7
"1088" 20030501 5.7 7.8 7.6 3.6 6.2
"1089" 20030502 3.9 3.1 4 1.7 4.5
"1090" 20030503 7.2 6.9 7.5 5.3 8.1
"1091" 20030504 2.6 3.1 4.4 2.3 4.9
"1092" 20030505 2 4.4 3.5 2.7 4.4
"1093" 20030506 3.9 3.3 3.2 2.2 4.1
"1094" 20030507 4.2 2.1 1.5 2.4 3.2
"1095" 20030508 2.2 2.8 3.5 2.4 4.6
"1096" 20030509 3.6 2.2 1.3 3 2.4
"1097" 20030510 2.3 1.8 2 1.6 3
"1098" 20030511 1.7 2.4 2 1.6 3
"1099" 20030512 3.5 2.8 4 2.8 3.5
"1100" 20030513 4.7 3.2 4.2 3.3 4.6
"1101" 20030514 4.1 3.8 4.9 4 5.8
"1102" 20030515 2.2 3 3.7 3.2 5.8
"1103" 20030516 1.9 1.5 1.7 2.3 3.1
"1104" 20030517 2.4 3.4 3.5 2.5 4
"1105" 20030518 4 3.1 3.7 4.1 4
"1106" 20030519 3.4 2.2 3.1 5.5 3.2
"1107" 20030520 5.4 5.6 6.6 3.8 5.8
"1108" 20030521 3.8 3.7 4 5.1 4.6
"1109" 20030522 3.8 3.5 3.5 4.9 3.8
"1110" 20030523 5.3 4 5 2.3 5.1
"1111" 20030524 2.2 3.8 2.3 2.6 2.3
"1112" 20030525 3 3.5 3.3 3.9 3.7
"1113" 20030526 3 3.2 2.2 2.5 2.9
"1114" 20030527 3.5 2.7 2.5 2.3 2.9
"1115" 20030528 3.7 3.2 2.6 3.3 3.2
"1116" 20030529 2.8 2.8 3.3 3.5 4.1
"1117" 20030530 1.9 1.5 2.5 2.3 3.8
"1118" 20030531 1.5 1.8 3.4 1.7 5.1
"1119" 20030601 1.8 1.8 2.8 1.4 3.9
"1120" 20030602 2.8 3 4 2.4 5.9
"1121" 20030603 1.5 3.7 1.9 1.9 2.6
"1122" 20030604 2.9 3.8 3 1.2 3.8
"1123" 20030605 2.7 2.6 2.5 1.7 4.6
"1124" 20030606 1.3 2.7 2.3 1.8 3.3
"1125" 20030607 1.7 1.5 1.9 2 3.4
"1126" 20030608 2.9 3.4 5.1 2.7 4.7
"1127" 20030609 3 5.8 5.8 2 8.1
"1128" 20030610 2.2 2.1 3.7 1.6 3.6
"1129" 20030611 3.2 4.7 5 2.6 6
"1130" 20030612 2.1 1.8 3 2.1 3.3
"1131" 20030613 3 3.4 2.8 2.5 4.5
"1132" 20030614 2.7 2.3 2.5 1.6 4.1
"1133" 20030615 2.6 2.4 2.3 2.6 4.1
"1134" 20030616 3.5 3 3.2 1.8 4.9
"1135" 20030617 2.4 2.4 1.9 1.6 3.1
"1136" 20030618 3.5 2.5 3.2 4.9 3.3
"1137" 20030619 5.4 4.5 6.1 5 6.7
"1138" 20030620 5.7 6.3 7.9 6.3 10
"1139" 20030621 2 5.9 5.5 2.8 7.9
"1140" 20030622 1.9 2.9 1.8 1.3 3.9
"1141" 20030623 4.9 4.3 6.2 3 6.3
"1142" 20030624 2.9 5.8 5.7 2.4 8.2
"1143" 20030625 2.9 4.5 5.4 2.1 7.4
"1144" 20030626 3.5 1.9 2.5 1.7 3.4
"1145" 20030627 2.8 2.5 3.5 1.9 4.3
"1146" 20030628 2.4 1.2 3.2 1.8 4.3
"1147" 20030629 1.8 2 3.3 1.2 3.4
"1148" 20030630 2.6 2.7 1.9 1.9 4.7
"1149" 20030701 4.3 3.9 4.4 3.7 5.4
"1150" 20030702 5.6 5 5.1 4.7 3.9
"1151" 20030703 4.4 5.5 4.7 3.3 5.9
"1152" 20030704 4 6.3 6.2 4.9 7.9
"1153" 20030705 4.2 6.4 5.6 4.8 7.2
"1154" 20030706 2.7 4.7 4.9 2.9 6.9
"1155" 20030707 2.1 3.1 2.5 1.4 3.4
"1156" 20030708 1.7 2.4 2.2 1.7 3.8
"1157" 20030709 3.1 2.5 4.5 2.3 6.2
"1158" 20030710 2.8 3.6 3 2.9 4.6
"1159" 20030711 2.7 2.5 3.8 1.9 5.7
"1160" 20030712 3.5 3.8 4.6 3 6.8
"1161" 20030713 3.1 3 2.7 2.3 5.2
"1162" 20030714 3.2 2.2 3.5 3.7 4
"1163" 20030715 2.8 2.3 4.8 2 5.8
"1164" 20030716 2.5 3.8 5.1 3.5 7.9
"1165" 20030717 5.2 2.6 4.4 2.8 4.3
"1166" 20030718 1.8 3 4 2 4
"1167" 20030719 2.6 1.7 2.1 2.7 3.6
"1168" 20030720 3.3 3.2 4.1 1.6 4.8
"1169" 20030721 2.3 2.5 1.9 2.6 3.5
"1170" 20030722 2.1 2.6 3.4 2.9 4.4
"1171" 20030723 1.9 1.9 1.3 2.8 2.7
"1172" 20030724 2.5 2.6 2.1 3.3 2.6
"1173" 20030725 2.1 2.1 2.4 1.5 2.9
"1174" 20030726 3 2.4 3.5 1.8 4
"1175" 20030727 3.1 3.4 5.8 2.5 6.5
"1176" 20030728 3 2.7 3.1 4 3.5
"1177" 20030729 1.1 1.8 1.4 2.7 2.7
"1178" 20030730 2.3 1.7 3.6 1.5 3.8
"1179" 20030731 1.5 2.2 2.1 2.5 3.3
"1180" 20030801 1.6 0.9 2.3 1.7 3.2
"1181" 20030802 1.8 1.2 2.5 1 3.6
"1182" 20030803 2.3 1.8 3.3 1.2 4.5
"1183" 20030804 3.4 2.6 2.6 1.1 4.9
"1184" 20030805 3.2 2 3.8 1 5.2
"1185" 20030806 2.5 1.9 2.7 1.4 3.8
"1186" 20030807 1.9 1.5 3 1.3 4
"1187" 20030808 1.9 1.5 3 1.7 4.1
"1188" 20030809 1.8 1.7 3.7 1.1 4.7
"1189" 20030810 2.4 3.6 4 2 7
"1190" 20030811 2 2.2 3.4 1.9 3.5
"1191" 20030812 2.5 1.8 1.9 1.6 2.9
"1192" 20030813 2.9 4.7 5.5 3.7 6
"1193" 20030814 3.1 4 5.7 3.7 7.4
"1194" 20030815 2.7 5.9 5.7 2.8 8.7
"1195" 20030816 2.7 3.9 3.3 1 6.6
"1196" 20030817 1.9 1.5 1.9 1.3 3.4
"1197" 20030818 6.2 2.7 3.4 3.2 4.3
"1198" 20030819 3.8 4.8 4.3 3.2 4.9
"1199" 20030820 2.8 2.9 3.1 1.5 4.8
"1200" 20030821 2.7 1.9 2.6 1.6 4.1
"1201" 20030822 3.7 4.5 5.7 2.9 6.3
"1202" 20030823 2.9 4.4 4.7 2.3 6.7
"1203" 20030824 3.6 4.1 4.4 1.6 6.7
"1204" 20030825 2.9 2.2 2.3 1.8 3.8
"1205" 20030826 2.4 4 4.8 2.4 7
"1206" 20030827 3.1 6.4 5.9 3.7 8.7
"1207" 20030828 1.6 2.7 1.8 1.2 2.2
"1208" 20030829 5.1 2.4 4.5 4.1 5.4
"1209" 20030830 2.3 6 3.7 3.7 5
"1210" 20030831 3.5 4 4.1 3.1 5.2
"1211" 20030901 3.2 3.9 4.4 2.4 6.6
"1212" 20030902 3.3 2.9 2.5 3.4 3.9
"1213" 20030903 2.2 3.2 3.1 1.8 4.8
"1214" 20030904 2.3 3 2.4 1.1 3.1
"1215" 20030905 2.3 1.5 3 2.3 3.7
"1216" 20030906 2.6 3.8 3 1.2 3.8
"1217" 20030907 1.9 3 1.9 1.5 3.4
"1218" 20030908 2.7 3.7 2.9 2.8 3.6
"1219" 20030909 2.4 2.3 4.1 2 5.3
"1220" 20030910 4 2.5 2.7 3.6 3
"1221" 20030911 5.8 4.2 4.2 6.4 4.5
"1222" 20030912 3.3 1.9 3 6.2 4.3
"1223" 20030913 3.2 2.9 3 2.6 5.5
"1224" 20030914 2.4 1.8 1.1 2.2 1.9
"1225" 20030915 2 1.3 1.7 2.7 2.9
"1226" 20030916 1.7 1.6 2.1 1 3.8
"1227" 20030917 1.5 1.8 1.5 1.2 2.6
"1228" 20030918 1.7 2.3 2.9 1 4.3
"1229" 20030919 1.7 2.7 3.5 1.2 3.9
"1230" 20030920 1.5 1.1 2.2 1.1 2.8
"1231" 20030921 2.1 3.1 3.6 1.8 5.2
"1232" 20030922 3.6 3.3 4.9 2.2 6.1
"1233" 20030923 5.1 4.5 5.2 4.3 6.9
"1234" 20030924 2.6 3.1 2.7 2.2 4.5
"1235" 20030925 2.5 1.3 2.6 3.7 3.7
"1236" 20030926 2.7 3.7 3.8 1.4 4.7
"1237" 20030927 2.3 3.4 2.9 2.3 5.5
"1238" 20030928 2.8 1.8 2.9 2.2 3.8
"1239" 20030929 4.2 4 3.3 4.2 6.7
"1240" 20030930 2.5 2.6 2.1 1.9 3.3
"1241" 20031001 2.1 3.3 3.2 2 4.6
"1242" 20031002 2.7 2.5 2 2 2.9
"1243" 20031003 3.8 1.6 1.9 2.3 2.6
"1244" 20031004 3.1 3.8 3.8 3.9 4.1
"1245" 20031005 3.4 1.7 3.5 3 3.5
"1246" 20031006 5.7 6.1 6.5 6.1 6.5
"1247" 20031008 6.7 5.7 6.2 9.4 6.6
"1248" 20031009 4.1 5.6 6.7 7.9 9.6
"1249" 20031010 5.4 6.6 7.7 5.2 7.6
"1250" 20031011 3.1 6.6 6.2 3.1 8
"1251" 20031012 2.5 3.4 1.9 2.3 5.3
"1252" 20031013 3 2.2 1.9 2.9 2.9
"1253" 20031014 3.5 1.7 3.5 3.9 5
"1254" 20031015 3.7 1.8 2.2 4.1 3.1
"1255" 20031016 3.4 1.7 2.4 4.3 3.4
"1256" 20031017 3.2 2.4 3.1 5.7 3.7
"1257" 20031018 2.7 1.8 2.6 3.4 3
"1258" 20031019 1.9 1.3 1.6 1.2 3
"1259" 20031020 2.9 1.2 3.4 1.8 8.1
"1260" 20031021 2.1 1.5 3.4 3.5 5.4
"1261" 20031022 2.3 2.3 3.7 1.7 7.4
"1262" 20031023 5.3 2 3.6 4.8 5.2
"1263" 20031024 2.2 2.4 2.6 2.3 3.9
"1264" 20031025 4.9 6.6 6.5 4.4 5.5
"1265" 20031026 4.5 3.6 3.7 2.6 5
"1266" 20031027 1.6 1.2 1.5 1 3.5
"1267" 20031028 1.9 2.2 2.4 1.6 4.8
"1268" 20031029 1.7 3.4 2.6 2.5 3.8
"1269" 20031030 3.1 2.1 2.7 3.3 3.2
"1270" 20031031 2.3 4 4.7 2.6 5.4
"1271" 20031101 3.5 3.8 3.9 2.9 4.9
"1272" 20031102 4.8 3.5 6.3 2.2 6.2
"1273" 20031103 6.2 5.8 7 3.9 7.1
"1274" 20031104 2.7 6 5.7 2.3 6
"1275" 20031105 2.4 1.4 2.7 2.9 3.3
"1276" 20031106 2.3 3.1 4.8 2.5 6.2
"1277" 20031107 4.1 3.3 5.3 7.6 8.6
"1278" 20031108 3.8 5.5 6.7 5.5 11.6
"1279" 20031109 1.8 4.6 5 1.8 8
"1280" 20031110 2.6 5.4 5.4 3.1 8.5
"1281" 20031111 2 4.7 4.8 2.3 6.9
"1282" 20031112 1.9 4.5 4.7 1.7 5.9
"1283" 20031115 2.4 2.6 4.9 1.6 6
"1284" 20031116 2.6 2.5 1.9 2.4 3.7
"1285" 20031117 5.5 4.5 5.4 5.1 5.4
"1286" 20031121 1.3 3.4 3.8 1.8 4.5
"1287" 20031122 1.2 2.4 3.4 1.9 3.7
"1288" 20031123 1.4 3 3.3 2.1 4
"1289" 20031124 1.3 2.5 2.4 1.6 7.3
"1290" 20031125 2.2 1.4 2.7 1.3 3.5
"1291" 20031126 2.7 2.5 4.4 2.2 4.3
"1292" 20031127 1.8 1.9 2.1 1.8 2.3
"1293" 20031128 3.5 2.4 2.4 5.8 2.6
"1294" 20031129 2 2.3 1.5 3.4 3.6
"1295" 20031130 1.3 4.2 3.9 1.8 4.3
"1296" 20031201 3 3.4 4.9 3 7.8
"1297" 20031202 2.1 3.9 4.7 2.7 8.6
"1298" 20031203 2 2.2 3.1 2.6 5.6
"1299" 20031204 3.4 2.2 3.6 2.4 4
"1300" 20031205 1.5 5.4 4 2 5.6
"1301" 20031206 4.2 6.4 7 4.7 11
"1302" 20031207 3.1 2.2 1.6 3.4 3.9
"1303" 20031208 2.1 3.2 1.5 1.9 4.4
"1304" 20031209 2.1 2.3 2 2 3.2
"1305" 20031210 2.5 4.2 2.6 2.5 4
"1306" 20031211 3.1 3.8 5 1 6.4
"1307" 20031212 2.4 3.4 3.4 3.6 4.9
"1308" 20031213 6.6 6 6.8 3 7.4
"1309" 20031214 7.2 7.5 9.2 9.2 10.3
"1310" 20031216 4.5 4.5 3.9 7.3 5.9
"1311" 20031217 1.5 4.6 4.9 2.7 6.1
"1312" 20031218 1.9 3.2 2.3 1.7 4.5
"1313" 20031219 1.5 3.1 3.1 1.2 4.7
"1314" 20031220 3.7 4.1 4.8 1.2 5.4
"1315" 20031221 9 9.3 10.8 7.2 11.7
"1316" 20031222 4.9 5.8 4.6 5.7 9
"1317" 20031223 2.9 2.9 4.1 3.7 4.8
"1318" 20031224 1.4 4.2 5.3 1.7 7
"1319" 20031225 3.7 4.4 5.8 0.9 6.6
"1320" 20031226 3.2 3.9 5.7 1.3 6.3
"1321" 20031227 5.2 4.7 7.3 1.2 8.1
"1322" 20031228 5 4.8 6.3 2.8 5.7
"1323" 20031229 3.9 5.3 6 2.8 6
"1324" 20031230 2.6 1 1.2 1.9 2.5
"1325" 20031231 3.9 2.1 2.8 2.2 3.5
"1326" 20040101 1.9 1.8 4 2.7 6.4
"1327" 20040102 3.8 2.2 3.9 3.8 6
"1328" 20040103 1.6 1.4 2.2 0.9 3
"1329" 20040104 4.3 2.8 4 4.6 4.8
"1330" 20040105 3.7 2.5 3.8 6.2 4.1
"1331" 20040106 3.6 5 4.6 1.8 6.2
"1332" 20040107 2.8 2.7 3.3 2.8 4.5
"1333" 20040108 1.7 3 4.7 2.2 5.1
"1334" 20040109 4.1 3.1 3 3.8 3.3
"1335" 20040110 3.6 1.8 3.5 5 3.4
"1336" 20040111 5.1 4.5 6.2 2.9 7.1
"1337" 20040112 5.2 4.2 5.2 5.6 5.6
"1338" 20040113 6.5 4.1 7.6 7.1 7
"1339" 20040114 7.7 9.1 7.9 7.4 7.2
"1340" 20040115 6.6 2.2 4.9 8.3 4.8
"1341" 20040116 7.6 5.5 7.3 4.8 5.6
"1342" 20040117 4.4 4.7 5.1 3.8 6.6
"1343" 20040118 3.3 3 4.2 2.5 5.2
"1344" 20040119 5.3 5.6 5.9 5.1 6.1
"1345" 20040120 3.7 3.5 3.9 6 6.3
"1346" 20040121 2 2.5 2.3 2.2 3.1
"1347" 20040122 1.3 1.8 3.4 1.3 4.7
"1348" 20040123 2 3 3 1.5 4.1
"1349" 20040124 1.6 3.8 3.1 1.5 4.2
"1350" 20040125 2.6 3.1 2.4 3.4 1.8
"1351" 20040126 2.4 2 2 2.4 4.5
"1352" 20040127 3.4 1.1 2.2 3.5 2.6
"1353" 20040128 4.4 3.4 3.9 4.2 4.8
"1354" 20040129 5.8 4.4 6.2 5.9 4.4
"1355" 20040130 7.4 5.2 7 5.8 6
"1356" 20040131 6.4 5.9 8.6 2.5 9
"1357" 20040201 9.6 7.2 8.4 7.9 5.8
"1358" 20040202 6.8 5.1 6.9 6.4 6.5
"1359" 20040203 4.3 4.3 7.6 3.4 7.3
"1360" 20040204 5.3 6.5 9 2.8 7.4
"1361" 20040205 5 7.8 7.6 4.7 8.4
"1362" 20040206 5 5.5 6.1 3.6 5
"1363" 20040207 9.1 9.3 8.6 8.1 6.1
"1364" 20040208 9.6 6.1 7.1 10.5 7.4
"1365" 20040209 6.6 5.9 7.5 11.1 10.8
"1366" 20040210 4.5 4.7 7.2 5.7 6.2
"1367" 20040211 4.1 3 3.9 7.5 5.7
"1368" 20040212 1.7 1.8 2.5 2.2 3.4
"1369" 20040213 2.4 2.7 4.1 3.4 5.2
"1370" 20040214 1.4 2.7 2.8 2.2 3.1
"1371" 20040215 1.5 2.6 2.9 3.2 2.6
"1372" 20040216 2 2.9 3.3 2.2 4.2
"1373" 20040217 2.1 5.1 4.8 2.2 6.4
"1374" 20040218 2.7 3.7 4.6 3.3 6.9
"1375" 20040219 5.2 3.6 5.3 7.6 7.8
"1376" 20040220 3.9 4.8 5.7 6.5 9.9
"1377" 20040221 3.1 4.7 4.1 3.4 6.7
"1378" 20040222 2 2.8 4.4 2.6 6.8
"1379" 20040223 2.9 3.6 4.1 4.2 7.9
"1380" 20040224 3.3 4.3 5.1 2.5 5.6
"1381" 20040225 4.5 5.1 5.6 2 5
"1382" 20040226 3 3.5 4.7 1.6 4.4
"1383" 20040227 2.2 0.8 2.9 2.4 2.8
"1384" 20040228 1.8 1.4 2.3 1.4 2.1
"1385" 20040229 2.9 2.7 3.4 2.1 5.9
"1386" 20040301 4.4 3.7 4.3 2.2 5.8
"1387" 20040302 4.1 4 6.9 5.4 8.1
"1388" 20040303 3.1 4.2 4.9 4.9 5.1
"1389" 20040304 1.5 2.3 4.5 1.9 7.1
"1390" 20040305 3.5 3.7 6.3 4 8.1
"1391" 20040306 2.1 4.9 3 1.7 4
"1392" 20040307 2.6 3.3 2.8 1.6 2.9
"1393" 20040308 3.2 2.6 3.2 2.2 4.5
"1394" 20040309 2.7 3.5 5.5 1.9 8.4
"1395" 20040311 2.2 4.5 4.3 1.6 6.7
"1396" 20040312 1.7 6.2 5.3 2.2 7.5
"1397" 20040313 2.7 4.6 5.1 2 4.9
"1398" 20040314 3.7 3.3 5.8 1.9 5.1
"1399" 20040315 5 5.3 6.5 2.4 6.5
"1400" 20040316 2.7 4.9 5.8 1.6 5.9
"1401" 20040317 1.5 2.6 3.7 1.2 4.4
"1402" 20040318 1.8 1.6 2.4 1.3 3.3
"1403" 20040319 7.5 5.9 8.1 4.8 7.8
"1404" 20040320 9.1 7.7 9.7 9.9 9.6
"1405" 20040321 9.4 11.7 10.9 9.7 11.3
"1406" 20040322 6.2 6.6 5.8 5.5 6.2
"1407" 20040323 2.6 2.6 2.5 2.9 4
"1408" 20040324 5.3 4.7 3.2 4.5 5.7
"1409" 20040325 3.2 4.3 4.1 3.4 5.9
"1410" 20040326 3.5 2.8 2.9 2.7 4.6
"1411" 20040327 1.8 1.9 2 2.3 4.3
"1412" 20040328 1.2 3 3.4 1.4 4.5
"1413" 20040329 2.8 1.9 2.7 2.5 4
"1414" 20040330 3.8 2.8 3.8 6.1 4.3
"1415" 20040331 2.5 4.6 5.3 1.6 8.2
"1416" 20040401 2.5 5.5 6.2 2.7 11
"1417" 20040402 2.2 7.3 6.4 2.5 10.5
"1418" 20040403 5 3.8 5 4.3 4.7
"1419" 20040404 5.1 3.8 6.5 4.2 5.9
"1420" 20040405 5.6 3.6 5.2 5.6 4.8
"1421" 20040406 4.5 4.2 4.2 5.9 4.2
"1422" 20040407 4.2 3.5 4.1 4.5 3.6
"1423" 20040408 4 1.8 3.8 5.4 5.7
"1424" 20040409 3.2 3.1 4.4 3.1 5.7
"1425" 20040410 3.2 2.8 4.9 3.1 7
"1426" 20040411 4.3 2.2 3.2 2.8 5.5
"1427" 20040412 4.3 2.2 3.6 3.2 5.1
"1428" 20040413 3.6 1.5 2.2 3.5 3.5
"1429" 20040414 2.3 2 1.8 3.3 2
"1430" 20040415 2.2 3.2 2.4 1.6 3
"1431" 20040416 2.2 3.2 1.7 3.4 2.1
"1432" 20040417 3 2.8 2.7 1.9 3.1
"1433" 20040418 5.4 4.1 3.9 3.5 3.6
"1434" 20040419 4.7 3.1 3.1 3.9 3.5
"1435" 20040420 2.8 2 3 1.4 3.1
"1436" 20040421 2.1 1.9 2.5 1.4 2.8
"1437" 20040422 2.5 1.7 2.6 1.4 3.1
"1438" 20040423 4.4 2.2 4.9 2.5 5.1
"1439" 20040424 3 3.1 4.1 3.7 4.4
"1440" 20040425 3.2 2.5 2.2 2.6 2.6
"1441" 20040426 2.4 2.2 2 3.2 2.8
"1442" 20040427 2.8 2.9 3.6 2.2 5.1
"1443" 20040428 3 3.7 4.9 2.2 8.6
"1444" 20040429 2.7 5.4 5.6 2.3 8.6
"1445" 20040430 3.6 6.5 6.7 2.9 9.9
"1446" 20040501 3 3.7 3.3 3.2 4.5
"1447" 20040502 2.2 4.4 4.3 2.3 5.9
"1448" 20040503 2.3 4.1 3.4 2.2 3.3
"1449" 20040504 3.2 3.5 3.1 1.9 3.9
"1450" 20040505 3.5 4.4 2.3 4.5 2.7
"1451" 20040506 2.6 2.4 4 5.5 4.9
"1452" 20040507 5.3 4.1 3.8 7.1 6.4
"1453" 20040508 5.2 3 3.2 5.3 4.7
"1454" 20040509 2 3.4 2.4 6.4 3.2
"1455" 20040510 2.3 4 4 3.4 6.2
"1456" 20040511 2.6 3.7 4.8 1.7 5.3
"1457" 20040512 2.8 2.8 4.6 2.2 5.5
"1458" 20040513 3.1 3.1 2.6 3.7 5.2
"1459" 20040514 1.9 2 2.2 1.7 3
"1460" 20040515 2.8 4.6 5.7 2.4 7.4
"1461" 20040516 3 3.2 4.6 3.3 5.8
"1462" 20040517 2.2 2.5 2.3 1.6 4.2
"1463" 20040518 2.5 3.6 3.7 1.8 5.3
"1464" 20040519 2.8 6 5.9 3.2 7.4
"1465" 20040520 2.3 3.5 2.8 2.1 4.3
"1466" 20040521 4.8 2.4 5.1 3.1 7.2
"1467" 20040522 4.4 4.4 6.1 3.6 10
"1468" 20040523 3.4 4.5 6.3 5 9.1
"1469" 20040524 1.8 4.5 3.8 2 6.6
"1470" 20040525 2.4 4.3 5 1.7 7.1
"1471" 20040526 3.2 4.1 4.6 1.8 7.1
"1472" 20040527 2.9 2.8 3.1 1.3 5.7
"1473" 20040528 2.9 1.3 2.3 2.1 3.7
"1474" 20040529 2.4 2.1 2.1 1.7 2.7
"1475" 20040530 2.3 2.2 3.3 2.5 3.6
"1476" 20040531 3.4 3.9 2.7 2.5 4.9
"1477" 20040601 2.1 3.1 2.4 2.1 3.6
"1478" 20040602 2.5 2.3 2.5 3.1 4.5
"1479" 20040603 4.2 2.8 2.8 3.3 3.7
"1480" 20040604 2.6 2.2 2.2 3.2 3.6
"1481" 20040605 3.9 1.8 5 4.3 5.1
"1482" 20040606 1.3 2.8 2.1 1.5 3.7
"1483" 20040607 1.8 1.7 2.7 1.4 3.7
"1484" 20040608 2.4 3.3 2.8 1.9 3.7
"1485" 20040609 2.8 2.9 3.7 2.9 5.1
"1486" 20040610 2 2.5 2.4 2.9 3.4
"1487" 20040611 3.6 3.2 5.3 3.5 6.2
"1488" 20040612 3.7 3.4 4.2 4 5.8
"1489" 20040613 3.4 2.8 4.9 2.7 5.9
"1490" 20040614 2.5 5.3 4.8 1.6 7.2
"1491" 20040615 3.4 7 6.4 2.7 8.9
"1492" 20040616 3.7 6.2 6.3 4.3 8.3
"1493" 20040617 5.3 3.9 5.7 3.6 6.6
"1494" 20040618 4.2 4.1 4.3 4.1 5.4
"1495" 20040619 3.1 3.8 4.9 3.2 6
"1496" 20040620 2.6 2.4 3.7 1.4 3.9
"1497" 20040621 2.7 2.8 2.7 2 3.2
"1498" 20040622 1.9 2.7 2.5 2 3.7
"1499" 20040623 6.6 4 5.5 4.1 5.4
"1500" 20040624 8.2 6.3 9.1 6.6 8.7
"1501" 20040625 4.6 6.4 7.4 2.7 9
"1502" 20040626 1.6 4.5 3.6 1.4 5.2
"1503" 20040627 2.9 1.3 2.1 2.8 2.6
"1504" 20040628 3.7 5.2 6.1 4.1 7.4
"1505" 20040629 2.9 5.2 4.2 2.8 6.3
"1506" 20040630 1.8 3 3.1 1.3 3.5
"1507" 20040701 4.9 3.7 3.8 2.9 5.5
"1508" 20040702 4.7 3.5 4.3 3.7 3.8
"1509" 20040703 5.3 4.6 5.5 4.7 5.3
"1510" 20040704 3 5 4.7 1.9 5.7
"1511" 20040705 3.2 2.4 3 4.6 4.3
"1512" 20040706 2.4 3.2 2.9 2.4 5.5
"1513" 20040707 3.2 2.3 3.6 3.5 4.2
"1514" 20040708 2.6 3.2 3.2 3 5.4
"1515" 20040709 6.9 5.1 3.4 5.5 3.3
"1516" 20040710 4.4 6.5 5.9 3 6.6
"1517" 20040711 4.6 6.1 6.2 3.6 6.4
"1518" 20040712 4.2 5.8 6 4.9 8
"1519" 20040713 3.8 5.8 6.1 4.4 7.7
"1520" 20040714 4.2 5.3 4.3 3.5 5.9
"1521" 20040715 4.2 4.3 4.2 4.7 4.7
"1522" 20040716 2.7 2.5 2.6 2 2.7
"1523" 20040717 3.2 2.5 3.1 2 3.5
"1524" 20040718 2.4 3 2.8 2.4 3.8
"1525" 20040719 2.9 3.5 3.8 2.1 3.2
"1526" 20040720 2.8 3.6 2.9 2.7 4.3
